RegionName,RegionType,StateName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
"Bainbridge, GA",Msa,GA,81251.75,75241.33,73359.83,76299.58,81566.00,86537.83,90741.08,94190.50,98076.58,102147.92,
"Wauchula, FL",Msa,FL,71437.00,69431.33,68768.25,74255.75,82751.50,90173.75,98069.25,103788.08,110203.17,113597.08,
"Hailey, ID",Msa,ID,407531.67,363065.58,356640.00,362194.75,368814.08,376888.08,390600.33,416174.50,456737.08,496296.67,
"Great Bend, KS",Msa,KS,59933.04,61281.23,62025.53,63420.79,65470.00,69280.43,70838.88,73029.78,77691.25,79184.50,
"Weatherford, OK",Msa,OK,95293.50,91519.33,92498.33,95864.50,102464.75,116952.42,117662.67,112532.83,113082.25,114464.00,
"Watertown, SD",Msa,SD,134633.48,141719.45,146102.52,153792.13,158548.59,166893.25,172006.58,181802.25,190279.42,199276.08,
"Thomaston, GA",Msa,GA,67570.67,62625.50,59772.75,61911.08,65732.50,69157.33,71915.92,74815.08,79470.67,83955.17,
"Mountain Home, ID",Msa,ID,146945.75,134104.08,133919.75,140309.08,146968.92,154480.42,162740.83,173010.00,186894.67,203039.00,
"Altus, OK",Msa,OK,54298.33,53925.75,54611.58,55735.50,57454.50,59326.83,60209.92,62027.25,63772.33,66465.00,
"Uvalde, TX",Msa,TX,83952.67,83423.00,85233.00,89035.50,96535.92,105010.42,111667.33,122555.75,129255.83,134734.17,
"Lexington, NE",Msa,NE,98297.50,98307.42,99236.92,102176.08,105774.17,110914.42,116213.83,123916.50,131493.83,139669.83,
"Boone, IA",Msa,IA,115347.92,115348.42,114652.92,115235.75,118345.83,121855.58,125885.58,131112.00,135508.42,140687.67,
"Toccoa, GA",Msa,GA,91955.92,85063.33,81416.33,85191.08,90575.33,94603.00,99979.67,104867.50,111491.83,118273.75,
"Summerville, GA",Msa,GA,68199.67,63522.75,60621.17,62778.83,65879.33,68847.50,71740.67,74689.83,78814.50,84790.42,
"Ottawa, KS",Msa,KS,114456.92,112201.42,110492.75,110261.83,112420.25,115378.42,119492.58,124838.00,131675.08,138003.00,
"New Ulm, MN",Msa,MN,102650.12,108052.76,110257.92,115806.08,122221.00,127137.67,133365.17,141963.58,150517.83,158076.33,
"Marshall, MN",Msa,MN,107465.57,110789.25,112391.58,116213.58,121518.25,125700.08,131273.75,137492.83,144565.42,150968.25,
"La Grande, OR",Msa,OR,124953.58,118726.00,118967.42,127246.33,138206.75,151448.83,167203.17,181127.75,190121.92,197139.50,
"Greensburg, IN",Msa,IN,103894.62,107440.15,111106.67,113371.83,116892.00,121928.42,127069.83,133583.08,142718.75,151032.00,
"Mexico, MO",Msa,MO,81395.17,78534.33,77032.08,77441.08,79130.75,81919.83,85684.83,89627.50,93586.33,98089.58,
"Moberly, MO",Msa,MO,67230.28,69596.56,72046.13,74581.92,77189.33,79307.08,82336.92,85897.83,89624.67,93749.75,
"The Dalles, OR",Msa,OR,168624.33,155433.33,153560.67,157873.58,170305.33,184927.08,205016.50,218341.75,232818.92,245663.50,
"Deming, NM",Msa,NM,109075.79,111301.82,112426.08,112665.50,105277.83,102643.17,98367.25,99284.33,101022.50,106806.83,
"Fallon, NV",Msa,NV,123992.33,109465.42,108822.33,127627.83,148377.42,165127.67,182223.25,200796.67,228271.75,244680.25,
"Fredericksburg, TX",Msa,TX,239549.33,236770.58,238780.00,249520.17,267404.92,285922.42,305492.42,328463.42,352682.25,366402.92,
"Magnolia, AR",Msa,AR,66336.83,64742.58,67964.17,72983.83,74076.75,75501.08,77159.58,80157.08,84915.75,87854.33,
"Campbellsville, KY",Msa,KY,88273.42,86018.75,86407.92,86999.83,88632.92,91327.08,95058.67,99421.25,104095.83,108265.42,
"Connersville, IN",Msa,IN,65485.25,64930.75,64947.25,65921.83,68597.00,70468.00,70950.75,71010.75,76013.42,81610.08,
"Dickinson, ND",Msa,ND,151862.17,161442.33,176151.58,199832.67,227513.83,246462.42,256584.83,261034.42,260593.25,264609.50,
"Spearfish, SD",Msa,SD,169581.17,177386.16,185550.38,194089.75,198393.92,206380.58,215430.58,226352.92,235668.83,246699.67,
"Heber, UT",Msa,UT,309246.67,293480.75,296585.00,318414.33,336291.58,360368.50,384660.92,416102.58,457442.17,494148.25,
"Steamboat Springs, CO",Msa,CO,405154.25,391595.58,393076.25,409094.25,434210.42,470750.50,504906.92,522828.17,549356.92,574411.58,
"Cordele, GA",Msa,GA,75582.17,70962.50,68941.33,73402.00,78519.67,83362.75,88208.00,91930.83,97504.17,102408.00,
"Marshall, MO",Msa,MO,69511.53,71661.37,73877.71,76162.58,78250.33,84162.42,85329.58,91288.83,97043.67,98401.33,
"Maryville, MO",Msa,MO,98376.92,99915.62,101396.00,102990.42,106596.33,112039.00,118560.92,125536.75,134987.75,142614.50,
"Arkadelphia, AR",Msa,AR,76642.67,76052.83,76150.58,77787.58,77788.33,78865.00,80446.00,83851.25,89233.92,93889.33,
"Liberal, KS",Msa,KS,93019.73,94918.09,102062.47,104145.37,108484.76,110698.74,114122.41,116451.44,118828.00,120087.75,
"Levelland, TX",Msa,TX,77745.25,76630.08,77409.75,81367.67,87255.25,93794.08,99690.50,105972.83,111677.17,115908.58,
"Wahpeton, ND",Msa,ND,82208.92,87462.50,95548.50,104853.83,110108.00,119773.67,124590.42,127536.50,132921.67,138559.17,
"Mitchell, SD",Msa,SD,109872.32,114462.25,120486.58,125515.33,128281.33,133013.17,140169.33,146500.00,154211.75,162053.75,
"Sterling, CO",Msa,CO,102614.00,98900.67,100734.08,107127.92,116373.08,128178.42,140279.25,151188.08,161560.33,168538.08,
"Pampa, TX",Msa,TX,65451.92,64819.08,66937.17,70384.33,75654.58,81023.00,86793.33,90373.00,93710.33,95803.92,
"Yankton, SD",Msa,SD,128374.92,128286.25,129763.58,135343.67,140656.50,147304.75,155321.25,165857.75,171183.58,177501.25,
"Williston, ND",Msa,ND,141251.75,146363.58,164634.42,192720.17,219702.25,246413.17,261209.83,254575.00,253199.25,262211.42,
"Oskaloosa, IA",Msa,IA,101893.75,101289.00,101669.50,98279.58,100245.42,103752.92,107440.42,111234.08,114643.92,117348.75,
"Brookings, OR",Msa,OR,266885.58,249146.67,245071.33,256746.75,267905.92,278736.00,292515.17,304816.00,318945.08,332813.92,
"Hood River, OR",Msa,OR,270867.33,259543.42,258590.50,278134.08,303310.67,330837.67,364978.17,399257.25,426729.92,451034.42,
"Beatrice, NE",Msa,NE,81754.00,80898.83,81778.58,83488.83,85298.00,88981.58,91982.00,97033.17,101788.75,106216.08,
"Borger, TX",Msa,TX,53854.67,52843.25,53413.08,55540.33,58575.67,61942.50,65223.42,68522.42,70774.67,72441.67,
"Raymondville, TX",Msa,TX,46481.19,48342.38,50262.40,52253.83,55845.00,60986.25,62344.58,66220.42,71296.25,72630.92,
"Elk City, OK",Msa,OK,80759.83,78871.58,80827.83,83641.00,84712.75,87928.92,91200.00,94764.67,98623.33,109843.25,
"Dumas, TX",Msa,TX,62617.32,69574.80,77305.33,85768.67,87937.67,94435.08,102760.25,111317.33,118961.83,126053.42,
"Helena, AR",Msa,AR,26340.07,26877.62,27426.14,27985.86,28557.00,28651.17,30947.75,32539.08,31314.67,30229.33,
"Price, UT",Msa,UT,99456.83,96122.67,98450.33,105957.50,112631.75,118938.67,126033.17,135431.33,145562.75,153386.25,
"Port Lavaca, TX",Msa,TX,97293.58,96950.25,97618.08,101826.17,108645.00,114813.25,121530.58,128618.83,135388.25,141636.75,
"Worthington, MN",Msa,MN,94482.50,96410.71,98378.28,100386.00,102201.00,106343.83,112386.42,118354.58,126358.08,132589.08,
"Pierre, SD",Msa,SD,151907.50,153048.42,155721.08,162106.42,165892.33,171906.42,179840.08,190776.75,200536.67,209822.50,
"Evanston, WY",Msa,WY,168489.50,169856.58,173108.67,176717.08,182242.83,188456.25,191986.92,193599.50,198080.75,204035.50,
"Jamestown, ND",Msa,ND,123120.15,128250.16,133593.92,140625.17,146484.56,152588.08,158945.92,165018.67,168150.50,172923.58,
"Prineville, OR",Msa,OR,190404.83,176336.67,172395.25,181275.50,193419.08,206989.25,221573.00,236824.83,254382.00,270641.17,
"Guymon, OK",Msa,OK,62739.88,66041.98,69517.88,73176.71,77028.12,81082.23,85349.72,89841.81,94570.32,100606.73,
"Storm Lake, IA",Msa,IA,91984.25,92438.17,92877.25,92462.42,98019.83,102256.17,107011.42,112281.17,117960.75,121440.17,
"Woodward, OK",Msa,OK,79442.08,77958.25,80798.42,81800.50,82763.33,89668.25,92418.42,96967.67,101473.00,106097.67,
"Portales, NM",Msa,NM,73351.08,71921.00,73533.00,76323.33,79030.58,80735.75,84519.92,90688.25,94286.00,99711.67,
"Hereford, TX",Msa,TX,45407.61,48877.94,52613.50,56631.67,62153.83,68236.08,73644.67,80775.00,86435.17,92195.00,
"Othello, WA",Msa,WA,110049.00,105023.00,105747.33,112757.92,121902.50,133412.67,149119.42,166969.83,182237.67,192008.83,
"Los Alamos, NM",Msa,NM,305273.50,284257.83,271082.83,262170.75,259179.50,259991.08,262694.00,270459.33,282857.75,302936.92,
"Fitzgerald, GA",Msa,GA,59440.83,55876.75,53682.67,56309.33,60200.33,64103.17,68539.67,72154.92,76175.08,79844.75,
"Maysville, KY",Msa,KY,77782.75,76470.17,76954.58,77525.83,78440.00,80679.83,81525.33,84743.75,89104.42,93702.25,
"Atchison, KS",Msa,KS,71427.30,73636.39,75292.83,75398.92,76994.67,79726.92,83129.58,86889.58,91135.17,92551.25,
"Snyder, TX",Msa,TX,59397.50,59320.92,60827.50,64071.33,69336.42,74619.92,81853.25,88737.42,94621.83,98858.00,
"Fairfield, IA",Msa,IA,95080.00,95518.75,98002.92,98100.42,101085.17,105571.83,109989.42,115577.92,119800.42,123399.33,
"Spencer, IA",Msa,IA,99030.08,99196.67,100685.33,107041.92,109644.75,113197.83,114923.17,119302.42,123445.08,127265.67,
"Spirit Lake, IA",Msa,IA,183901.42,187140.58,189674.58,193863.75,197536.42,204090.67,212336.17,220450.42,229098.00,237944.33,
"Vineyard Haven, MA",Msa,MA,618153.75,615214.08,621835.17,640115.00,669114.00,693665.67,725530.50,768244.67,807747.00,842075.50,
"Winnemucca, NV",Msa,NV,151694.59,159678.52,168082.65,176929.11,186241.17,196043.33,206341.67,218484.33,239482.50,246885.67,
"Sweetwater, TX",Msa,TX,50864.83,50307.83,50905.42,53461.17,57594.00,62052.92,65949.08,70869.67,75503.08,78293.83,
"Andrews, TX",Msa,TX,89992.08,90686.00,94584.17,100347.92,107725.83,118378.83,131615.08,145533.17,157683.50,167258.75,
"Zapata, TX",Msa,TX,59323.17,58118.25,62526.67,65454.83,70483.58,76859.00,81711.08,87445.08,90124.17,94255.92,
"Vermillion, SD",Msa,SD,111891.39,117780.41,123979.38,130504.61,137373.28,144603.45,152214.16,160225.43,167383.17,175584.58,
"Lamesa, TX",Msa,TX,43006.03,44336.11,45656.17,48494.25,52629.92,56073.83,59964.25,65078.92,69300.83,74059.17,
"Craig, CO",Msa,CO,149142.50,146735.92,149944.25,158055.08,169945.08,187329.75,202935.17,208364.00,205054.25,203766.50,
"Vernon, TX",Msa,TX,48341.67,47762.92,48582.17,50711.75,53973.42,57224.83,60535.00,64126.50,66960.92,68348.92,
"Ketchikan, AK",Msa,AK,256703.67,254140.17,256022.92,263294.33,270075.50,279409.33,285864.17,290083.83,294474.08,304834.17,
